
================================================= Netlist Information ==================================================

Total Gates : 100 || Total Pins : 4788 || Total Wires : 1232

=================================================== Gate Information ===================================================

Gate : 1 || Pos_X : 41 || Pos_Y 6 || Width : 17 || Height : 88
Pin : 1 || Parent_Gate : 1 || Pin_X : 41 || Pin_Y : 17
Member : 2 || Parent Gate : 23 || Pin : 1
Member : 3 || Parent Gate : 90 || Pin : 3

Wire_Group : (55, 5) || X_min : 417 || Y_min : 552 || X_max : 870 || Y_max : 853 || Wire_Legth : 754 || Members : 2
Member : 1 || Parent Gate : 55 || Pin : 5
Member : 2 || Parent Gate : 89 || Pin : 3

Wire_Group : (12, 30) || X_min : 170 || Y_min : 185 || X_max : 183 || Y_max : 785 || Wire_Legth : 613 || Members : 2
Member : 1 || Parent Gate : 12 || Pin : 30
Member : 2 || Parent Gate : 72 || Pin : 86

Wire_Group : (46, 27) || X_min : 514 || Y_min : 409 || X_max : 519 || Y_max : 844 || Wire_Legth : 440 || Members : 2
Member : 1 || Parent Gate : 86 || Pin : 14
Member : 2 || Parent Gate : 46 || Pin : 27

Wire_Group : (77, 7) || X_min : 124 || Y_min : 352 || X_max : 623 || Y_max : 749 || Wire_Legth : 896 || Members : 2
Member : 1 || Parent Gate : 32 || Pin : 5
Member : 2 || Parent Gate : 77 || Pin : 7

Wire_Group : (10, 23) || X_min : 318 || Y_min : 44 || X_max : 978 || Y_max : 658 || Wire_Legth : 1274 || Members : 2
Member : 1 || Parent Gate : 64 || Pin : 25
Member : 2 || Parent Gate : 10 || Pin : 23

Wire_Group : (39, 4) || X_min : 838 || Y_min : 352 || X_max : 876 || Y_max : 513 || Wire_Legth : 199 || Members : 2
Member : 1 || Parent Gate : 39 || Pin : 4
Member : 2 || Parent Gate : 59 || Pin : 19

Wire_Group : (100, 42) || X_min : 644 || Y_min : 146 || X_max : 939 || Y_max : 936 || Wire_Legth : 1085 || Members : 2
Member : 1 || Parent Gate : 17 || Pin : 9
Member : 2 || Parent Gate : 100 || Pin : 42

Wire_Group : (30, 4) || X_min : 188 || Y_min : 252 || X_max : 973 || Y_max : 847 || Wire_Legth : 1380 || Members : 4
Member : 1 || Parent Gate : 62 || Pin : 8
Member : 2 || Parent Gate : 88 || Pin : 10
Member : 3 || Parent Gate : 33 || Pin : 3
Member : 4 || Parent Gate : 30 || Pin : 4

Wire_Group : (80, 77) || X_min : 985 || Y_min : 767 || X_max : 989 || Y_max : 849 || Wire_Legth : 86 || Members : 2
Member : 1 || Parent Gate : 90 || Pin : 3
Member : 2 || Parent Gate : 80 || Pin : 77

Wire_Group : (69, 3) || X_min : 278 || Y_min : 649 || X_max : 829 || Y_max : 761 || Wire_Legth : 663 || Members : 2
Member : 1 || Parent Gate : 73 || Pin : 23
Member : 2 || Parent Gate : 69 || Pin : 3

Wire_Group : (35, 105) || X_min : 326 || Y_min : 61 || X_max : 465 || Y_max : 310 || Wire_Legth : 388 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 14
Member : 2 || Parent Gate : 35 || Pin : 105

Wire_Group : (1, 66) || X_min : 41 || Y_min : 85 || X_max : 462 || Y_max : 876 || Wire_Legth : 1212 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 66
Member : 2 || Parent Gate : 85 || Pin : 67

Wire_Group : (28, 18) || X_min : 481 || Y_min : 235 || X_max : 791 || Y_max : 747 || Wire_Legth : 822 || Members : 2
Member : 1 || Parent Gate : 75 || Pin : 4
Member : 2 || Parent Gate : 28 || Pin : 18

Wire_Group : (19, 18) || X_min : 822 || Y_min : 133 || X_max : 980 || Y_max : 427 || Wire_Legth : 452 || Members : 2
Member : 1 || Parent Gate : 19 || Pin : 18
Member : 2 || Parent Gate : 50 || Pin : 27

Wire_Group : (10, 5) || X_min : 385 || Y_min : 51 || X_max : 922 || Y_max : 566 || Wire_Legth : 1052 || Members : 2
Member : 1 || Parent Gate : 54 || Pin : 81
Member : 2 || Parent Gate : 10 || Pin : 5

Wire_Group : (56, 8) || X_min : 176 || Y_min : 351 || X_max : 585 || Y_max : 549 || Wire_Legth : 607 || Members : 2
Member : 1 || Parent Gate : 32 || Pin : 23
Member : 2 || Parent Gate : 56 || Pin : 8

Wire_Group : (51, 25) || X_min : 69 || Y_min : 541 || X_max : 910 || Y_max : 760 || Wire_Legth : 1060 || Members : 2
Member : 1 || Parent Gate : 51 || Pin : 25
Member : 2 || Parent Gate : 80 || Pin : 37

Wire_Group : (93, 67) || X_min : 200 || Y_min : 461 || X_max : 229 || Y_max : 982 || Wire_Legth : 550 || Members : 2
Member : 1 || Parent Gate : 42 || Pin : 39
Member : 2 || Parent Gate : 93 || Pin : 67

Wire_Group : (49, 19) || X_min : 373 || Y_min : 42 || X_max : 808 || Y_max : 465 || Wire_Legth : 858 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 36
Member : 2 || Parent Gate : 49 || Pin : 19

Wire_Group : (79, 10) || X_min : 155 || Y_min : 533 || X_max : 879 || Y_max : 736 || Wire_Legth : 927 || Members : 3
Member : 1 || Parent Gate : 52 || Pin : 17
Member : 2 || Parent Gate : 54 || Pin : 97
Member : 3 || Parent Gate : 79 || Pin : 10

Wire_Group : (79, 24) || X_min : 82 || Y_min : 750 || X_max : 879 || Y_max : 853 || Wire_Legth : 900 || Members : 3
Member : 1 || Parent Gate : 71 || Pin : 2
Member : 2 || Parent Gate : 79 || Pin : 24
Member : 3 || Parent Gate : 89 || Pin : 3

Wire_Group : (76, 5) || X_min : 543 || Y_min : 393 || X_max : 795 || Y_max : 754 || Wire_Legth : 613 || Members : 2
Member : 1 || Parent Gate : 76 || Pin : 5
Member : 2 || Parent Gate : 38 || Pin : 79

Wire_Group : (21, 32) || X_min : 73 || Y_min : 245 || X_max : 440 || Y_max : 257 || Wire_Legth : 379 || Members : 2
Member : 1 || Parent Gate : 21 || Pin : 32
Member : 2 || Parent Gate : 25 || Pin : 7

Wire_Group : (98, 53) || X_min : 539 || Y_min : 657 || X_max : 728 || Y_max : 977 || Wire_Legth : 509 || Members : 2
Member : 1 || Parent Gate : 66 || Pin : 15
Member : 2 || Parent Gate : 98 || Pin : 53

Wire_Group : (93, 16) || X_min : 229 || Y_min : 281 || X_max : 460 || Y_max : 931 || Wire_Legth : 881 || Members : 2
Member : 1 || Parent Gate : 93 || Pin : 16
Member : 2 || Parent Gate : 25 || Pin : 103

Wire_Group : (25, 47) || X_min : 247 || Y_min : 225 || X_max : 460 || Y_max : 847 || Wire_Legth : 835 || Members : 2
Member : 1 || Parent Gate : 83 || Pin : 10
Member : 2 || Parent Gate : 25 || Pin : 47

Wire_Group : (48, 55) || X_min : 800 || Y_min : 268 || X_max : 892 || Y_max : 439 || Wire_Legth : 263 || Members : 2
Member : 1 || Parent Gate : 48 || Pin : 55
Member : 2 || Parent Gate : 29 || Pin : 50

Wire_Group : (69, 10) || X_min : 496 || Y_min : 246 || X_max : 919 || Y_max : 647 || Wire_Legth : 824 || Members : 4
Member : 1 || Parent Gate : 65 || Pin : 9
Member : 2 || Parent Gate : 69 || Pin : 10
Member : 3 || Parent Gate : 28 || Pin : 29
Member : 4 || Parent Gate : 50 || Pin : 12

Wire_Group : (86, 11) || X_min : 318 || Y_min : 679 || X_max : 514 || Y_max : 851 || Wire_Legth : 368 || Members : 2
Member : 1 || Parent Gate : 64 || Pin : 22
Member : 2 || Parent Gate : 86 || Pin : 11

Wire_Group : (22, 26) || X_min : 158 || Y_min : 231 || X_max : 365 || Y_max : 249 || Wire_Legth : 225 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 26
Member : 2 || Parent Gate : 24 || Pin : 22

Wire_Group : (58, 16) || X_min : 326 || Y_min : 66 || X_max : 777 || Y_max : 546 || Wire_Legth : 931 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 19
Member : 2 || Parent Gate : 58 || Pin : 16

Wire_Group : (28, 37) || X_min : 8 || Y_min : 254 || X_max : 791 || Y_max : 974 || Wire_Legth : 1503 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 59
Member : 2 || Parent Gate : 28 || Pin : 37

Wire_Group : (100, 63) || X_min : 676 || Y_min : 742 || X_max : 939 || Y_max : 985 || Wire_Legth : 506 || Members : 2
Member : 1 || Parent Gate : 77 || Pin : 32
Member : 2 || Parent Gate : 100 || Pin : 63

Wire_Group : (19, 100) || X_min : 258 || Y_min : 181 || X_max : 980 || Y_max : 432 || Wire_Legth : 973 || Members : 3
Member : 1 || Parent Gate : 33 || Pin : 2
Member : 2 || Parent Gate : 50 || Pin : 30
Member : 3 || Parent Gate : 19 || Pin : 100

Wire_Group : (5, 28) || X_min : 496 || Y_min : 70 || X_max : 704 || Y_max : 381 || Wire_Legth : 519 || Members : 2
Member : 1 || Parent Gate : 5 || Pin : 28
Member : 2 || Parent Gate : 38 || Pin : 22

Wire_Group : (11, 6) || X_min : 35 || Y_min : 150 || X_max : 713 || Y_max : 669 || Wire_Legth : 1197 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 6
Member : 2 || Parent Gate : 68 || Pin : 40

Wire_Group : (88, 21) || X_min : 120 || Y_min : 56 || X_max : 793 || Y_max : 858 || Wire_Legth : 1475 || Members : 2
Member : 1 || Parent Gate : 2 || Pin : 11
Member : 2 || Parent Gate : 88 || Pin : 21

Wire_Group : (59, 22) || X_min : 155 || Y_min : 521 || X_max : 876 || Y_max : 548 || Wire_Legth : 748 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 18
Member : 2 || Parent Gate : 59 || Pin : 22

Wire_Group : (80, 27) || X_min : 481 || Y_min : 750 || X_max : 910 || Y_max : 750 || Wire_Legth : 429 || Members : 2
Member : 1 || Parent Gate : 75 || Pin : 3
Member : 2 || Parent Gate : 80 || Pin : 27

Wire_Group : (66, 44) || X_min : 278 || Y_min : 677 || X_max : 561 || Y_max : 750 || Wire_Legth : 356 || Members : 2
Member : 1 || Parent Gate : 73 || Pin : 12
Member : 2 || Parent Gate : 66 || Pin : 44

Wire_Group : (54, 75) || X_min : 188 || Y_min : 560 || X_max : 385 || Y_max : 654 || Wire_Legth : 291 || Members : 2
Member : 1 || Parent Gate : 62 || Pin : 9
Member : 2 || Parent Gate : 54 || Pin : 75

Wire_Group : (38, 76) || X_min : 752 || Y_min : 376 || X_max : 795 || Y_max : 758 || Wire_Legth : 425 || Members : 2
Member : 1 || Parent Gate : 78 || Pin : 8
Member : 2 || Parent Gate : 38 || Pin : 76

Wire_Group : (8, 24) || X_min : 41 || Y_min : 55 || X_max : 955 || Y_max : 741 || Wire_Legth : 1600 || Members : 4
Member : 1 || Parent Gate : 1 || Pin : 57
Member : 2 || Parent Gate : 8 || Pin : 24
Member : 3 || Parent Gate : 73 || Pin : 15
Member : 4 || Parent Gate : 70 || Pin : 99

Wire_Group : (70, 73) || X_min : 840 || Y_min : 90 || X_max : 955 || Y_max : 640 || Wire_Legth : 665 || Members : 2
Member : 1 || Parent Gate : 9 || Pin : 47
Member : 2 || Parent Gate : 70 || Pin : 73

Wire_Group : (24, 29) || X_min : 82 || Y_min : 251 || X_max : 365 || Y_max : 750 || Wire_Legth : 782 || Members : 2
Member : 1 || Parent Gate : 71 || Pin : 2
Member : 2 || Parent Gate : 24 || Pin : 29

Wire_Group : (18, 15) || X_min : 191 || Y_min : 137 || X_max : 748 || Y_max : 880 || Wire_Legth : 1300 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 69
Member : 2 || Parent Gate : 18 || Pin : 15

Wire_Group : (98, 30) || X_min : 496 || Y_min : 655 || X_max : 728 || Y_max : 954 || Wire_Legth : 531 || Members : 2
Member : 1 || Parent Gate : 65 || Pin : 14
Member : 2 || Parent Gate : 98 || Pin : 30

Wire_Group : (68, 63) || X_min : 659 || Y_min : 278 || X_max : 786 || Y_max : 640 || Wire_Legth : 489 || Members : 2
Member : 1 || Parent Gate : 27 || Pin : 67
Member : 2 || Parent Gate : 68 || Pin : 63

Wire_Group : (88, 20) || X_min : 41 || Y_min : 48 || X_max : 793 || Y_max : 857 || Wire_Legth : 1561 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 59
Member : 2 || Parent Gate : 88 || Pin : 20

Wire_Group : (70, 50) || X_min : 257 || Y_min : 446 || X_max : 945 || Y_max : 669 || Wire_Legth : 911 || Members : 2
Member : 1 || Parent Gate : 43 || Pin : 11
Member : 2 || Parent Gate : 70 || Pin : 50

Wire_Group : (93, 105) || X_min : 258 || Y_min : 348 || X_max : 270 || Y_max : 911 || Wire_Legth : 575 || Members : 2
Member : 1 || Parent Gate : 33 || Pin : 3
Member : 2 || Parent Gate : 93 || Pin : 105

Wire_Group : (79, 15) || X_min : 525 || Y_min : 275 || X_max : 879 || Y_max : 741 || Wire_Legth : 820 || Members : 2
Member : 1 || Parent Gate : 26 || Pin : 66
Member : 2 || Parent Gate : 79 || Pin : 15

Wire_Group : (11, 24) || X_min : 35 || Y_min : 173 || X_max : 793 || Y_max : 853 || Wire_Legth : 1438 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 24
Member : 2 || Parent Gate : 88 || Pin : 16

Wire_Group : (93, 37) || X_min : 229 || Y_min : 747 || X_max : 481 || Y_max : 952 || Wire_Legth : 457 || Members : 2
Member : 1 || Parent Gate : 93 || Pin : 37
Member : 2 || Parent Gate : 75 || Pin : 4

Wire_Group : (81, 37) || X_min : 50 || Y_min : 375 || X_max : 176 || Y_max : 848 || Wire_Legth : 599 || Members : 2
Member : 1 || Parent Gate : 81 || Pin : 37
Member : 2 || Parent Gate : 32 || Pin : 37

Wire_Group : (79, 16) || X_min : 870 || Y_min : 724 || X_max : 879 || Y_max : 854 || Wire_Legth : 139 || Members : 2
Member : 1 || Parent Gate : 89 || Pin : 4
Member : 2 || Parent Gate : 79 || Pin : 16

Wire_Group : (98, 56) || X_min : 728 || Y_min : 854 || X_max : 870 || Y_max : 980 || Wire_Legth : 268 || Members : 2
Member : 1 || Parent Gate : 98 || Pin : 56
Member : 2 || Parent Gate : 89 || Pin : 4

Wire_Group : (53, 27) || X_min : 268 || Y_min : 48 || X_max : 772 || Y_max : 583 || Wire_Legth : 1039 || Members : 2
Member : 1 || Parent Gate : 53 || Pin : 27
Member : 2 || Parent Gate : 8 || Pin : 17

Wire_Group : (81, 36) || X_min : 50 || Y_min : 651 || X_max : 871 || Y_max : 955 || Wire_Legth : 1125 || Members : 3
Member : 1 || Parent Gate : 81 || Pin : 36
Member : 2 || Parent Gate : 97 || Pin : 44
Member : 3 || Parent Gate : 69 || Pin : 11

Wire_Group : (35, 129) || X_min : 465 || Y_min : 58 || X_max : 859 || Y_max : 333 || Wire_Legth : 669 || Members : 2
Member : 1 || Parent Gate : 35 || Pin : 129
Member : 2 || Parent Gate : 9 || Pin : 57

Wire_Group : (82, 46) || X_min : 108 || Y_min : 823 || X_max : 229 || Y_max : 921 || Wire_Legth : 219 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 46
Member : 2 || Parent Gate : 93 || Pin : 30

Wire_Group : (48, 40) || X_min : 176 || Y_min : 360 || X_max : 700 || Y_max : 471 || Wire_Legth : 635 || Members : 2
Member : 1 || Parent Gate : 32 || Pin : 22
Member : 2 || Parent Gate : 48 || Pin : 40

Wire_Group : (100, 36) || X_min : 772 || Y_min : 58 || X_max : 939 || Y_max : 958 || Wire_Legth : 1067 || Members : 2
Member : 1 || Parent Gate : 8 || Pin : 27
Member : 2 || Parent Gate : 100 || Pin : 36

Wire_Group : (72, 64) || X_min : 183 || Y_min : 763 || X_max : 960 || Y_max : 933 || Wire_Legth : 947 || Members : 2
Member : 1 || Parent Gate : 72 || Pin : 64
Member : 2 || Parent Gate : 100 || Pin : 68

Wire_Group : (54, 70) || X_min : 239 || Y_min : 248 || X_max : 385 || Y_max : 555 || Wire_Legth : 453 || Members : 2
Member : 1 || Parent Gate : 23 || Pin : 3
Member : 2 || Parent Gate : 54 || Pin : 70

Wire_Group : (8, 1) || X_min : 90 || Y_min : 43 || X_max : 727 || Y_max : 362 || Wire_Legth : 956 || Members : 2
Member : 1 || Parent Gate : 31 || Pin : 5
Member : 2 || Parent Gate : 8 || Pin : 1

Wire_Group : (77, 11) || X_min : 623 || Y_min : 47 || X_max : 772 || Y_max : 753 || Wire_Legth : 855 || Members : 2
Member : 1 || Parent Gate : 77 || Pin : 11
Member : 2 || Parent Gate : 8 || Pin : 16

Wire_Group : (96, 15) || X_min : 575 || Y_min : 141 || X_max : 655 || Y_max : 957 || Wire_Legth : 896 || Members : 2
Member : 1 || Parent Gate : 96 || Pin : 15
Member : 2 || Parent Gate : 17 || Pin : 14

Wire_Group : (46, 37) || X_min : 519 || Y_min : 485 || X_max : 557 || Y_max : 744 || Wire_Legth : 297 || Members : 2
Member : 1 || Parent Gate : 46 || Pin : 37
Member : 2 || Parent Gate : 76 || Pin : 12

Wire_Group : (79, 48) || X_min : 191 || Y_min : 774 || X_max : 879 || Y_max : 944 || Wire_Legth : 858 || Members : 3
Member : 1 || Parent Gate : 82 || Pin : 76
Member : 2 || Parent Gate : 79 || Pin : 48
Member : 3 || Parent Gate : 94 || Pin : 2

Wire_Group : (99, 22) || X_min : 139 || Y_min : 924 || X_max : 818 || Y_max : 959 || Wire_Legth : 714 || Members : 2
Member : 1 || Parent Gate : 92 || Pin : 40
Member : 2 || Parent Gate : 99 || Pin : 22

Wire_Group : (51, 27) || X_min : 69 || Y_min : 424 || X_max : 200 || Y_max : 573 || Wire_Legth : 280 || Members : 2
Member : 1 || Parent Gate : 51 || Pin : 27
Member : 2 || Parent Gate : 42 || Pin : 4

Wire_Group : (47, 14) || X_min : 108 || Y_min : 449 || X_max : 680 || Y_max : 812 || Wire_Legth : 935 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 1
Member : 2 || Parent Gate : 47 || Pin : 14

Wire_Group : (8, 26) || X_min : 659 || Y_min : 57 || X_max : 772 || Y_max : 294 || Wire_Legth : 350 || Members : 2
Member : 1 || Parent Gate : 27 || Pin : 83
Member : 2 || Parent Gate : 8 || Pin : 26

Wire_Group : (48, 80) || X_min : 373 || Y_min : 38 || X_max : 800 || Y_max : 464 || Wire_Legth : 853 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 32
Member : 2 || Parent Gate : 48 || Pin : 80

Wire_Group : (18, 38) || X_min : 748 || Y_min : 167 || X_max : 955 || Y_max : 675 || Wire_Legth : 715 || Members : 2
Member : 1 || Parent Gate : 18 || Pin : 38
Member : 2 || Parent Gate : 70 || Pin : 108

Wire_Group : (69, 11) || X_min : 155 || Y_min : 547 || X_max : 871 || Y_max : 651 || Wire_Legth : 820 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 10
Member : 2 || Parent Gate : 69 || Pin : 11

Wire_Group : (18, 70) || X_min : 500 || Y_min : 24 || X_max : 752 || Y_max : 142 || Wire_Legth : 370 || Members : 2
Member : 1 || Parent Gate : 6 || Pin : 5
Member : 2 || Parent Gate : 18 || Pin : 70

Wire_Group : (53, 17) || X_min : 108 || Y_min : 519 || X_max : 232 || Y_max : 875 || Wire_Legth : 480 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 44
Member : 2 || Parent Gate : 53 || Pin : 17

Wire_Group : (69, 1) || X_min : 829 || Y_min : 562 || X_max : 953 || Y_max : 647 || Wire_Legth : 209 || Members : 2
Member : 1 || Parent Gate : 69 || Pin : 1
Member : 2 || Parent Gate : 60 || Pin : 14

Wire_Group : (77, 42) || X_min : 155 || Y_min : 542 || X_max : 676 || Y_max : 747 || Wire_Legth : 726 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 27
Member : 2 || Parent Gate : 77 || Pin : 42

Wire_Group : (18, 83) || X_min : 659 || Y_min : 146 || X_max : 752 || Y_max : 329 || Wire_Legth : 276 || Members : 3
Member : 1 || Parent Gate : 37 || Pin : 70
Member : 2 || Parent Gate : 18 || Pin : 83
Member : 3 || Parent Gate : 27 || Pin : 60

Wire_Group : (22, 43) || X_min : 41 || Y_min : 23 || X_max : 158 || Y_max : 254 || Wire_Legth : 348 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 4
Member : 2 || Parent Gate : 22 || Pin : 43

Wire_Group : (99, 20) || X_min : 539 || Y_min : 670 || X_max : 818 || Y_max : 957 || Wire_Legth : 566 || Members : 2
Member : 1 || Parent Gate : 66 || Pin : 22
Member : 2 || Parent Gate : 99 || Pin : 20

Wire_Group : (88, 12) || X_min : 437 || Y_min : 819 || X_max : 793 || Y_max : 849 || Wire_Legth : 386 || Members : 2
Member : 1 || Parent Gate : 85 || Pin : 12
Member : 2 || Parent Gate : 88 || Pin : 12

Wire_Group : (6, 44) || X_min : 600 || Y_min : 10 || X_max : 639 || Y_max : 966 || Wire_Legth : 995 || Members : 2
Member : 1 || Parent Gate : 6 || Pin : 44
Member : 2 || Parent Gate : 97 || Pin : 32

Wire_Group : (18, 35) || X_min : 727 || Y_min : 58 || X_max : 748 || Y_max : 164 || Wire_Legth : 127 || Members : 2
Member : 1 || Parent Gate : 8 || Pin : 10
Member : 2 || Parent Gate : 18 || Pin : 35

Wire_Group : (41, 30) || X_min : 78 || Y_min : 459 || X_max : 399 || Y_max : 837 || Wire_Legth : 699 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 30
Member : 2 || Parent Gate : 84 || Pin : 34

Wire_Group : (39, 17) || X_min : 661 || Y_min : 365 || X_max : 838 || Y_max : 962 || Wire_Legth : 774 || Members : 2
Member : 1 || Parent Gate : 97 || Pin : 51
Member : 2 || Parent Gate : 39 || Pin : 17

Wire_Group : (22, 50) || X_min : 158 || Y_min : 230 || X_max : 365 || Y_max : 244 || Wire_Legth : 221 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 50
Member : 2 || Parent Gate : 24 || Pin : 19

Wire_Group : (64, 9) || X_min : 155 || Y_min : 538 || X_max : 318 || Y_max : 608 || Wire_Legth : 233 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 4
Member : 2 || Parent Gate : 64 || Pin : 9

Wire_Group : (25, 52) || X_min : 460 || Y_min : 230 || X_max : 713 || Y_max : 675 || Wire_Legth : 698 || Members : 2
Member : 1 || Parent Gate : 25 || Pin : 52
Member : 2 || Parent Gate : 68 || Pin : 46

Wire_Group : (40, 29) || X_min : 120 || Y_min : 57 || X_max : 999 || Y_max : 312 || Wire_Legth : 1134 || Members : 2
Member : 1 || Parent Gate : 2 || Pin : 12
Member : 2 || Parent Gate : 40 || Pin : 29

Wire_Group : (34, 52) || X_min : 381 || Y_min : 317 || X_max : 639 || Y_max : 951 || Wire_Legth : 892 || Members : 2
Member : 1 || Parent Gate : 34 || Pin : 52
Member : 2 || Parent Gate : 97 || Pin : 25

Wire_Group : (34, 27) || X_min : 62 || Y_min : 391 || X_max : 318 || Y_max : 634 || Wire_Legth : 499 || Members : 2
Member : 1 || Parent Gate : 61 || Pin : 16
Member : 2 || Parent Gate : 34 || Pin : 27

Wire_Group : (46, 22) || X_min : 435 || Y_min : 308 || X_max : 519 || Y_max : 470 || Wire_Legth : 246 || Members : 2
Member : 1 || Parent Gate : 35 || Pin : 1
Member : 2 || Parent Gate : 46 || Pin : 22

Wire_Group : (69, 14) || X_min : 8 || Y_min : 654 || X_max : 871 || Y_max : 981 || Wire_Legth : 1190 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 66
Member : 2 || Parent Gate : 69 || Pin : 14

Wire_Group : (22, 31) || X_min : 158 || Y_min : 241 || X_max : 980 || Y_max : 470 || Wire_Legth : 1051 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 31
Member : 2 || Parent Gate : 50 || Pin : 68

Wire_Group : (99, 18) || X_min : 326 || Y_min : 40 || X_max : 818 || Y_max : 945 || Wire_Legth : 1397 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 18
Member : 2 || Parent Gate : 99 || Pin : 18

Wire_Group : (41, 21) || X_min : 78 || Y_min : 34 || X_max : 639 || Y_max : 932 || Wire_Legth : 1459 || Members : 3
Member : 1 || Parent Gate : 41 || Pin : 21
Member : 2 || Parent Gate : 4 || Pin : 31
Member : 3 || Parent Gate : 97 || Pin : 3

Wire_Group : (8, 27) || X_min : 772 || Y_min : 58 || X_max : 786 || Y_max : 656 || Wire_Legth : 612 || Members : 2
Member : 1 || Parent Gate : 8 || Pin : 27
Member : 2 || Parent Gate : 68 || Pin : 59

Wire_Group : (40, 37) || X_min : 365 || Y_min : 246 || X_max : 999 || Y_max : 309 || Wire_Legth : 697 || Members : 2
Member : 1 || Parent Gate : 24 || Pin : 24
Member : 2 || Parent Gate : 40 || Pin : 37

Wire_Group : (51, 3) || X_min : 31 || Y_min : 16 || X_max : 840 || Y_max : 521 || Wire_Legth : 1314 || Members : 2
Member : 1 || Parent Gate : 51 || Pin : 3
Member : 2 || Parent Gate : 9 || Pin : 4

Wire_Group : (22, 23) || X_min : 142 || Y_min : 239 || X_max : 659 || Y_max : 265 || Wire_Legth : 543 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 23
Member : 2 || Parent Gate : 27 || Pin : 54

Wire_Group : (6, 68) || X_min : 411 || Y_min : 67 || X_max : 600 || Y_max : 747 || Wire_Legth : 869 || Members : 3
Member : 1 || Parent Gate : 45 || Pin : 1
Member : 2 || Parent Gate : 6 || Pin : 68
Member : 3 || Parent Gate : 75 || Pin : 4

Wire_Group : (98, 18) || X_min : 659 || Y_min : 238 || X_max : 728 || Y_max : 934 || Wire_Legth : 765 || Members : 2
Member : 1 || Parent Gate : 27 || Pin : 27
Member : 2 || Parent Gate : 98 || Pin : 18

Wire_Group : (27, 32) || X_min : 659 || Y_min : 243 || X_max : 795 || Y_max : 328 || Wire_Legth : 221 || Members : 2
Member : 1 || Parent Gate : 27 || Pin : 32
Member : 2 || Parent Gate : 38 || Pin : 46

Wire_Group : (88, 13) || X_min : 155 || Y_min : 559 || X_max : 793 || Y_max : 844 || Wire_Legth : 923 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 22
Member : 2 || Parent Gate : 88 || Pin : 13

Wire_Group : (41, 8) || X_min : 22 || Y_min : 347 || X_max : 999 || Y_max : 466 || Wire_Legth : 1096 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 8
Member : 2 || Parent Gate : 40 || Pin : 10

Wire_Group : (46, 11) || X_min : 155 || Y_min : 448 || X_max : 519 || Y_max : 545 || Wire_Legth : 461 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 9
Member : 2 || Parent Gate : 46 || Pin : 11

Wire_Group : (70, 29) || X_min : 120 || Y_min : 55 || X_max : 945 || Y_max : 648 || Wire_Legth : 1418 || Members : 2
Member : 1 || Parent Gate : 2 || Pin : 10
Member : 2 || Parent Gate : 70 || Pin : 29

Wire_Group : (82, 41) || X_min : 108 || Y_min : 602 || X_max : 318 || Y_max : 825 || Wire_Legth : 433 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 41
Member : 2 || Parent Gate : 64 || Pin : 12

Wire_Group : (44, 8) || X_min : 326 || Y_min : 60 || X_max : 384 || Y_max : 442 || Wire_Legth : 440 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 13
Member : 2 || Parent Gate : 44 || Pin : 8

Wire_Group : (18, 55) || X_min : 641 || Y_min : 145 || X_max : 752 || Y_max : 376 || Wire_Legth : 342 || Members : 2
Member : 1 || Parent Gate : 37 || Pin : 33
Member : 2 || Parent Gate : 18 || Pin : 55

Wire_Group : (41, 34) || X_min : 78 || Y_min : 460 || X_max : 985 || Y_max : 849 || Wire_Legth : 1296 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 34
