g1 23 55 
wire g10.p42 g4.p16
wire g8.p66 g5.p78
wire g2.p65 g5.p65
wire g2.p93 g10.p27
wire g3.p15 g6.p126
wire g3.p11 g6.p87
wire g3.p8 g2.p81
wire g10.p27 g6.p102
wire g10.p25 g6.p123
wire g4.p18 g7.p31
wire g7.p24 g8.p47
wire g8.p56 g4.p21
wire g7.p16 g3.p5
wire g7.p28 g5.p74
wire g10.p46 g4.p17
wire g2.p92 g7.p24
wire g10.p19 g8.p50
wire g8.p63 g2.p60
wire g5.p62 g2.p49
wire g8.p81 g9.p9
wire g4.p15 g8.p46
wire g3.p3 g7.p30
wire g7.p25 g1.p36
wire g8.p36 g2.p91
wire g3.p9 g2.p60
wire g4.p13 g2.p46
wire g8.p79 g6.p122
wire g3.p10 g8.p57
wire g8.p70 g3.p21
wire g3.p14 g6.p76
wire g6.p78 g7.p34
wire g10.p22 g6.p125
wire g6.p130 g2.p88
wire g8.p69 g3.p14
wire g5.p65 g10.p37
wire g2.p88 g1.p61
wire g9.p10 g7.p21
wire g2.p77 g3.p18
wire g3.p13 g8.p67
wire g3.p12 g10.p28
wire g1.p27 g6.p121
wire g8.p73 g6.p78
wire g3.p8 g1.p34
wire g7.p15 g5.p56
wire g10.p27 g2.p60
wire g9.p12 g8.p41
wire g7.p26 g3.p6
wire g10.p34 g8.p65
wire g8.p60 g7.p22
wire g6.p84 g8.p78
wire g4.p17 g3.p16
wire g1.p33 g5.p64
wire g6.p83 g4.p19
wire g4.p14 g10.p45
wire g1.p32 g2.p89
wire g6.p97 g4.p17
wire g3.p9 g8.p36
wire g4.p14 g9.p10
wire g4.p23 g3.p9
wire g1.p71 g2.p85
wire g5.p71 g2.p67
wire g3.p13 g1.p62
wire g3.p8 g1.p39
wire g6.p87 g4.p17
wire g7.p21 g2.p78
wire g10.p29 g8.p45
wire g3.p11 g1.p54
wire g1.p39 g7.p22
wire g8.p61 g5.p62
wire g3.p7 g5.p70
wire g10.p43 g3.p19
wire g8.p78 g1.p70
wire g4.p17 g8.p48
wire g6.p87 g5.p73
wire g7.p30 g10.p33
wire g3.p22 g7.p18
wire g1.p49 g3.p12
wire g6.p89 g7.p27
wire g10.p46 g7.p32
wire g8.p56 g6.p120
wire g5.p62 g10.p33
wire g9.p10 g7.p26
wire g8.p69 g2.p62
wire g8.p69 g2.p81
wire g10.p44 g6.p98
wire g10.p41 g2.p61
wire g8.p43 g5.p74
wire g8.p68 g7.p18
wire g1.p65 g3.p4
wire g10.p43 g7.p33
wire g10.p40 g4.p18
wire g6.p88 g7.p26
wire g2.p48 g4.p21
wire g3.p6 g9.p9
wire g1.p33 g3.p22
wire g3.p13 g2.p80
